SUMMARY,DTSTART,DTEND,CALENDAR,DURATION
INF1640 - Redes de Computadores,2023-09-26 11:00:00,2023-09-26 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-09-26 13:00:00,2023-09-26 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-09-26 15:00:00,2023-09-26 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-09-27 07:20:00,2023-09-27 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-09-28 11:00:00,2023-09-28 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-09-28 13:00:00,2023-09-28 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-09-28 15:00:00,2023-09-28 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-09-29 09:00:00,2023-09-29 11:00:00,PUC,2
CRE1141 - Ética Cristã,2023-09-29 09:00:00,2023-09-29 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-02 07:20:00,2023-10-02 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-03 11:00:00,2023-10-03 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-03 13:00:00,2023-10-03 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-03 15:00:00,2023-10-03 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-04 07:20:00,2023-10-04 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-05 11:00:00,2023-10-05 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-05 13:00:00,2023-10-05 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-05 15:00:00,2023-10-05 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-10-06 09:00:00,2023-10-06 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-09 07:20:00,2023-10-09 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-10 11:00:00,2023-10-10 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-10 13:00:00,2023-10-10 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-10 15:00:00,2023-10-10 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-11 07:20:00,2023-10-11 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-12 11:00:00,2023-10-12 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-12 13:00:00,2023-10-12 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-12 15:00:00,2023-10-12 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-10-13 09:00:00,2023-10-13 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-16 07:20:00,2023-10-16 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-17 11:00:00,2023-10-17 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-17 13:00:00,2023-10-17 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-17 15:00:00,2023-10-17 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-18 07:20:00,2023-10-18 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-19 11:00:00,2023-10-19 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-19 13:00:00,2023-10-19 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-19 15:00:00,2023-10-19 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-10-20 09:00:00,2023-10-20 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-23 07:20:00,2023-10-23 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-24 11:00:00,2023-10-24 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-24 13:00:00,2023-10-24 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-24 15:00:00,2023-10-24 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-25 07:20:00,2023-10-25 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-26 11:00:00,2023-10-26 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-26 13:00:00,2023-10-26 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-26 15:00:00,2023-10-26 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-10-27 09:00:00,2023-10-27 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-10-30 07:20:00,2023-10-30 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-10-31 11:00:00,2023-10-31 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-10-31 13:00:00,2023-10-31 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-10-31 15:00:00,2023-10-31 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-11-01 07:20:00,2023-11-01 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-11-02 11:00:00,2023-11-02 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-02 13:00:00,2023-11-02 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-02 15:00:00,2023-11-02 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-11-03 09:00:00,2023-11-03 11:00:00,PUC,2
INF1640 - Redes de Computadores,2023-11-07 11:00:00,2023-11-07 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-07 13:00:00,2023-11-07 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-07 15:00:00,2023-11-07 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-11-08 07:20:00,2023-11-08 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-11-09 11:00:00,2023-11-09 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-09 13:00:00,2023-11-09 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-09 15:00:00,2023-11-09 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-11-10 09:00:00,2023-11-10 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-11-13 07:20:00,2023-11-13 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-11-14 11:00:00,2023-11-14 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-14 13:00:00,2023-11-14 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-14 15:00:00,2023-11-14 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-11-15 07:20:00,2023-11-15 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-11-16 11:00:00,2023-11-16 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-16 13:00:00,2023-11-16 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-16 15:00:00,2023-11-16 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-11-17 09:00:00,2023-11-17 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-11-20 07:20:00,2023-11-20 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-11-21 11:00:00,2023-11-21 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-21 13:00:00,2023-11-21 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-21 15:00:00,2023-11-21 17:00:00,PUC,2
INF1032 - Ciência de Dados,2023-11-22 07:20:00,2023-11-22 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-11-23 11:00:00,2023-11-23 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-23 13:00:00,2023-11-23 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-23 15:00:00,2023-11-23 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-11-24 09:00:00,2023-11-24 11:00:00,PUC,2
INF1032 - Ciência de Dados,2023-11-27 07:20:00,2023-11-27 09:00:00,PUC,1.6666666666667
INF1640 - Redes de Computadores,2023-11-28 11:00:00,2023-11-28 13:00:00,PUC,2
INF1631 - Estruturas Discretas,2023-11-28 13:00:00,2023-11-28 15:00:00,PUC,2
INF1028 - Projeto e Construção de Sistemas,2023-11-28 15:00:00,2023-11-28 17:00:00,PUC,2
CRE1141 - Ética Cristã,2023-12-01 09:00:00,2023-12-01 11:00:00,PUC,2
Matrícula PUC,2024-01-22 08:00:00,2024-01-22 10:00:00,PUC,2
INF1307 - Games,2024-01-31 09:00:00,2024-01-31 11:00:00,PUC,2
INF1022 - ALS,2024-01-31 11:00:00,2024-01-31 13:00:00,PUC,2
INF1771 - IA,2024-01-31 13:00:00,2024-01-31 15:00:00,PUC,2
INF2471 - Prob Comp,2024-02-01 09:00:00,2024-02-01 11:00:00,PUC,2
INF1010 - EDA,2024-02-01 11:00:00,2024-02-01 13:00:00,PUC,2
INF1338 - LLM,2024-02-01 13:00:00,2024-02-01 15:00:00,PUC,2
INF1307 - Games,2024-03-04 09:00:00,2024-03-04 11:00:00,PUC,2
INF1022 - ALS,2024-03-04 11:00:00,2024-03-04 13:00:00,PUC,2
INF1771 - IA,2024-03-04 13:00:00,2024-03-04 15:00:00,PUC,2
INF2471 - Prob Comp,2024-03-05 09:00:00,2024-03-05 11:00:00,PUC,2
INF1010 - EDA,2024-03-05 11:00:00,2024-03-05 13:00:00,PUC,2
INF1338 - LLM,2024-03-05 13:00:00,2024-03-05 15:00:00,PUC,2
INF1307 - Games,2024-03-06 09:00:00,2024-03-06 11:00:00,PUC,2
INF1022 - ALS,2024-03-06 11:00:00,2024-03-06 13:00:00,PUC,2
INF1771 - IA,2024-03-06 13:00:00,2024-03-06 15:00:00,PUC,2
INF1010 - EDA,2024-03-07 11:00:00,2024-03-07 13:00:00,PUC,2
INF1307 - Games,2024-03-11 09:00:00,2024-03-11 11:00:00,PUC,2
INF1771 - IA,2024-03-11 13:00:00,2024-03-11 15:00:00,PUC,2
INF1010 - EDA,2024-03-12 11:00:00,2024-03-12 13:00:00,PUC,2
INF1338 - LLM,2024-03-12 13:00:00,2024-03-12 15:00:00,PUC,2
INF1307 - Games,2024-03-13 09:00:00,2024-03-13 11:00:00,PUC,2
INF1771 - IA,2024-03-13 13:00:00,2024-03-13 15:00:00,PUC,2
INF1010 - EDA,2024-03-14 11:00:00,2024-03-14 13:00:00,PUC,2
INF1307 - Games,2024-03-18 09:00:00,2024-03-18 11:00:00,PUC,2
INF1771 - IA,2024-03-18 13:00:00,2024-03-18 15:00:00,PUC,2
INF1010 - EDA,2024-03-19 11:00:00,2024-03-19 13:00:00,PUC,2
INF1338 - LLM,2024-03-19 13:00:00,2024-03-19 15:00:00,PUC,2
INF1307 - Games,2024-03-20 09:00:00,2024-03-20 11:00:00,PUC,2
INF1771 - IA,2024-03-20 13:00:00,2024-03-20 15:00:00,PUC,2
INF1010 - EDA,2024-03-21 11:00:00,2024-03-21 13:00:00,PUC,2
INF1307 - Games,2024-03-25 09:00:00,2024-03-25 11:00:00,PUC,2
INF1771 - IA,2024-03-25 13:00:00,2024-03-25 15:00:00,PUC,2
INF1010 - EDA,2024-03-26 11:00:00,2024-03-26 13:00:00,PUC,2
INF1338 - LLM,2024-03-26 13:00:00,2024-03-26 15:00:00,PUC,2
INF1307 - Games,2024-03-27 09:00:00,2024-03-27 11:00:00,PUC,2
INF1771 - IA,2024-03-27 13:00:00,2024-03-27 15:00:00,PUC,2
INF1010 - EDA,2024-03-28 11:00:00,2024-03-28 13:00:00,PUC,2
INF1307 - Games,2024-04-01 09:00:00,2024-04-01 11:00:00,PUC,2
INF1771 - IA,2024-04-01 13:00:00,2024-04-01 15:00:00,PUC,2
INF1771 - IA,2024-04-01 13:00:00,2024-04-01 15:00:00,PUC,2
INF1010 - EDA,2024-04-02 11:00:00,2024-04-02 13:00:00,PUC,2
INF1338 - LLM,2024-04-02 13:00:00,2024-04-02 15:00:00,PUC,2
INF1307 - Games,2024-04-03 09:00:00,2024-04-03 11:00:00,PUC,2
INF1771 - IA,2024-04-03 13:00:00,2024-04-03 15:00:00,PUC,2
INF1307 - Games,2024-04-08 09:00:00,2024-04-08 11:00:00,PUC,2
INF1771 - IA,2024-04-08 13:00:00,2024-04-08 15:00:00,PUC,2
INF1010 - EDA,2024-04-09 11:00:00,2024-04-09 13:00:00,PUC,2
INF1338 - LLM,2024-04-09 13:00:00,2024-04-09 15:00:00,PUC,2
INF1307 - Games,2024-04-10 09:00:00,2024-04-10 11:00:00,PUC,2
INF1771 - IA,2024-04-10 13:00:00,2024-04-10 15:00:00,PUC,2
INF1010 - EDA,2024-04-11 11:00:00,2024-04-11 13:00:00,PUC,2
INF1307 - Games,2024-04-15 09:00:00,2024-04-15 11:00:00,PUC,2
INF1771 - IA,2024-04-15 13:00:00,2024-04-15 15:00:00,PUC,2
INF1010 - EDA,2024-04-16 11:00:00,2024-04-16 13:00:00,PUC,2
INF1338 - LLM,2024-04-16 13:00:00,2024-04-16 15:00:00,PUC,2
INF1307 - Games,2024-04-17 09:00:00,2024-04-17 11:00:00,PUC,2
INF1771 - IA,2024-04-17 13:00:00,2024-04-17 15:00:00,PUC,2
INF1010 - EDA,2024-04-18 11:00:00,2024-04-18 13:00:00,PUC,2
INF1307 - Games,2024-04-22 09:00:00,2024-04-22 11:00:00,PUC,2
INF1010 - EDA,2024-04-23 11:00:00,2024-04-23 13:00:00,PUC,2
INF1338 - LLM,2024-04-23 13:00:00,2024-04-23 15:00:00,PUC,2
INF1307 - Games,2024-04-24 09:00:00,2024-04-24 11:00:00,PUC,2
INF1771 - IA,2024-04-24 13:00:00,2024-04-24 15:00:00,PUC,2
INF1307 - Games,2024-04-29 09:00:00,2024-04-29 11:00:00,PUC,2
INF1771 - IA,2024-04-29 13:00:00,2024-04-29 15:00:00,PUC,2
INF1338 - LLM,2024-04-30 13:00:00,2024-04-30 15:00:00,PUC,2
INF1307 - Games,2024-05-01 09:00:00,2024-05-01 11:00:00,PUC,2
INF1771 - IA,2024-05-01 13:00:00,2024-05-01 15:00:00,PUC,2
INF1307 - Games,2024-05-06 09:00:00,2024-05-06 11:00:00,PUC,2
INF1771 - IA,2024-05-06 13:00:00,2024-05-06 15:00:00,PUC,2
INF1338 - LLM,2024-05-07 13:00:00,2024-05-07 15:00:00,PUC,2
INF1307 - Games,2024-05-08 09:00:00,2024-05-08 11:00:00,PUC,2
INF1771 - IA,2024-05-08 13:00:00,2024-05-08 15:00:00,PUC,2
INF1307 - Games,2024-05-13 09:00:00,2024-05-13 11:00:00,PUC,2
INF1771 - IA,2024-05-13 13:00:00,2024-05-13 15:00:00,PUC,2
INF1338 - LLM,2024-05-14 13:00:00,2024-05-14 15:00:00,PUC,2
INF1307 - Games,2024-05-15 09:00:00,2024-05-15 11:00:00,PUC,2
INF1771 - IA,2024-05-15 13:00:00,2024-05-15 15:00:00,PUC,2
INF1307 - Games,2024-05-20 09:00:00,2024-05-20 11:00:00,PUC,2
INF1771 - IA,2024-05-20 13:00:00,2024-05-20 15:00:00,PUC,2
INF1338 - LLM,2024-05-21 13:00:00,2024-05-21 15:00:00,PUC,2
INF1307 - Games,2024-05-22 09:00:00,2024-05-22 11:00:00,PUC,2
INF1771 - IA,2024-05-22 13:00:00,2024-05-22 15:00:00,PUC,2
INF1307 - Games,2024-05-27 09:00:00,2024-05-27 11:00:00,PUC,2
INF1771 - IA,2024-05-27 13:00:00,2024-05-27 15:00:00,PUC,2
INF1338 - LLM,2024-05-28 13:00:00,2024-05-28 15:00:00,PUC,2
INF1307 - Games,2024-05-29 09:00:00,2024-05-29 11:00:00,PUC,2
INF1771 - IA,2024-05-29 13:00:00,2024-05-29 15:00:00,PUC,2
INF1307 - Games,2024-06-03 09:00:00,2024-06-03 11:00:00,PUC,2
INF1771 - IA,2024-06-03 13:00:00,2024-06-03 15:00:00,PUC,2
INF1010 - EDA,2024-06-04 11:00:00,2024-06-04 13:00:00,PUC,2
INF1338 - LLM,2024-06-04 13:00:00,2024-06-04 15:00:00,PUC,2
INF1307 - Games,2024-06-05 09:00:00,2024-06-05 11:00:00,PUC,2
INF1771 - IA,2024-06-05 13:00:00,2024-06-05 15:00:00,PUC,2
INF1010 - EDA,2024-06-06 11:00:00,2024-06-06 13:00:00,PUC,2
INF1307 - Games,2024-06-10 09:00:00,2024-06-10 11:00:00,PUC,2
INF1771 - IA,2024-06-10 13:00:00,2024-06-10 15:00:00,PUC,2
INF1010 - EDA,2024-06-11 11:00:00,2024-06-11 13:00:00,PUC,2
INF1338 - LLM,2024-06-11 13:00:00,2024-06-11 15:00:00,PUC,2
INF1307 - Games,2024-06-12 09:00:00,2024-06-12 11:00:00,PUC,2
INF1771 - IA,2024-06-12 13:00:00,2024-06-12 15:00:00,PUC,2
INF1010 - EDA,2024-06-13 11:00:00,2024-06-13 13:00:00,PUC,2
INF1307 - Games,2024-06-17 09:00:00,2024-06-17 11:00:00,PUC,2
INF1771 - IA,2024-06-17 13:00:00,2024-06-17 15:00:00,PUC,2
INF1010 - EDA,2024-06-18 11:00:00,2024-06-18 13:00:00,PUC,2
INF1338 - LLM,2024-06-18 13:00:00,2024-06-18 15:00:00,PUC,2
INF1307 - Games,2024-06-19 09:00:00,2024-06-19 11:00:00,PUC,2
INF1771 - IA,2024-06-19 13:00:00,2024-06-19 15:00:00,PUC,2
INF1010 - EDA,2024-06-20 11:00:00,2024-06-20 13:00:00,PUC,2
INF1307 - Games,2024-06-24 09:00:00,2024-06-24 11:00:00,PUC,2
INF1771 - IA,2024-06-24 13:00:00,2024-06-24 15:00:00,PUC,2
INF1010 - EDA,2024-06-25 11:00:00,2024-06-25 13:00:00,PUC,2
INF1338 - LLM,2024-06-25 13:00:00,2024-06-25 15:00:00,PUC,2
INF1307 - Games,2024-06-26 09:00:00,2024-06-26 11:00:00,PUC,2
INF1771 - IA,2024-06-26 13:00:00,2024-06-26 15:00:00,PUC,2
INF1010 - EDA,2024-06-27 11:00:00,2024-06-27 13:00:00,PUC,2
INF1307 - Games,2024-07-01 09:00:00,2024-07-01 11:00:00,PUC,2
INF1771 - IA,2024-07-01 13:00:00,2024-07-01 15:00:00,PUC,2
INF1721 - AA,2024-08-12 09:00:00,2024-08-12 11:00:00,PUC,2
INF1022 - ALS,2024-08-12 11:00:00,2024-08-12 13:00:00,PUC,2
INF1036 - Prob Comp,2024-08-13 09:00:00,2024-08-13 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-08-13 13:00:00,2024-08-13 15:00:00,PUC,2
INF1721 - AA,2024-08-14 09:00:00,2024-08-14 11:00:00,PUC,2
INF1022 - ALS,2024-08-14 11:00:00,2024-08-14 13:00:00,PUC,2
INF1036 - Prob Comp,2024-08-15 09:00:00,2024-08-15 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-08-15 13:00:00,2024-08-15 15:00:00,PUC,2
INF1721 - AA,2024-08-19 09:00:00,2024-08-19 11:00:00,PUC,2
INF1022 - ALS,2024-08-19 11:00:00,2024-08-19 13:00:00,PUC,2
INF1036 - Prob Comp,2024-08-20 09:00:00,2024-08-20 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-08-20 13:00:00,2024-08-20 15:00:00,PUC,2
INF1721 - AA,2024-08-21 09:00:00,2024-08-21 11:00:00,PUC,2
INF1022 - ALS,2024-08-21 11:00:00,2024-08-21 13:00:00,PUC,2
INF1036 - Prob Comp,2024-08-22 09:00:00,2024-08-22 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-08-22 13:00:00,2024-08-22 15:00:00,PUC,2
INF1920 - Aula Expositiva,2024-08-23 08:00:00,2024-08-23 09:00:00,PUC,1
INF1721 - AA,2024-08-26 09:00:00,2024-08-26 11:00:00,PUC,2
INF1022 - ALS,2024-08-26 11:00:00,2024-08-26 13:00:00,PUC,2
INF1036 - Prob Comp,2024-08-27 09:00:00,2024-08-27 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-08-27 13:00:00,2024-08-27 15:00:00,PUC,2
INF1721 - AA,2024-08-28 09:00:00,2024-08-28 11:00:00,PUC,2
INF1022 - ALS,2024-08-28 11:00:00,2024-08-28 13:00:00,PUC,2
INF1036 - Prob Comp,2024-08-29 09:00:00,2024-08-29 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-08-29 13:00:00,2024-08-29 15:00:00,PUC,2
INF1721 - AA,2024-09-02 09:00:00,2024-09-02 11:00:00,PUC,2
INF1022 - ALS,2024-09-02 11:00:00,2024-09-02 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-03 09:00:00,2024-09-03 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-03 13:00:00,2024-09-03 15:00:00,PUC,2
INF1721 - AA,2024-09-04 09:00:00,2024-09-04 11:00:00,PUC,2
INF1022 - ALS,2024-09-04 11:00:00,2024-09-04 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-05 09:00:00,2024-09-05 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-05 13:00:00,2024-09-05 15:00:00,PUC,2
INF1721 - AA,2024-09-09 09:00:00,2024-09-09 11:00:00,PUC,2
INF1022 - ALS,2024-09-09 11:00:00,2024-09-09 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-10 09:00:00,2024-09-10 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-10 13:00:00,2024-09-10 15:00:00,PUC,2
INF1721 - AA,2024-09-11 09:00:00,2024-09-11 11:00:00,PUC,2
INF1022 - ALS,2024-09-11 11:00:00,2024-09-11 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-12 09:00:00,2024-09-12 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-12 13:00:00,2024-09-12 15:00:00,PUC,2
INF1721 - AA,2024-09-16 09:00:00,2024-09-16 11:00:00,PUC,2
INF1022 - ALS,2024-09-16 11:00:00,2024-09-16 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-17 09:00:00,2024-09-17 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-17 13:00:00,2024-09-17 15:00:00,PUC,2
INF1721 - AA,2024-09-18 09:00:00,2024-09-18 11:00:00,PUC,2
INF1022 - ALS,2024-09-18 11:00:00,2024-09-18 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-19 09:00:00,2024-09-19 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-19 13:00:00,2024-09-19 15:00:00,PUC,2
INF1721 - AA,2024-09-23 09:00:00,2024-09-23 11:00:00,PUC,2
INF1022 - ALS,2024-09-23 11:00:00,2024-09-23 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-24 09:00:00,2024-09-24 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-24 13:00:00,2024-09-24 15:00:00,PUC,2
INF1721 - AA,2024-09-25 09:00:00,2024-09-25 11:00:00,PUC,2
INF1022 - ALS,2024-09-25 11:00:00,2024-09-25 13:00:00,PUC,2
INF1036 - Prob Comp,2024-09-26 09:00:00,2024-09-26 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-09-26 13:00:00,2024-09-26 15:00:00,PUC,2
INF1721 - AA,2024-09-30 09:00:00,2024-09-30 11:00:00,PUC,2
INF1022 - ALS,2024-09-30 11:00:00,2024-09-30 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-01 09:00:00,2024-10-01 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-01 13:00:00,2024-10-01 15:00:00,PUC,2
INF1721 - AA,2024-10-02 09:00:00,2024-10-02 11:00:00,PUC,2
INF1022 - ALS,2024-10-02 11:00:00,2024-10-02 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-03 09:00:00,2024-10-03 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-03 13:00:00,2024-10-03 15:00:00,PUC,2
INF1721 - AA,2024-10-07 09:00:00,2024-10-07 11:00:00,PUC,2
INF1022 - ALS,2024-10-07 11:00:00,2024-10-07 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-08 09:00:00,2024-10-08 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-08 13:00:00,2024-10-08 15:00:00,PUC,2
INF1721 - AA,2024-10-09 09:00:00,2024-10-09 11:00:00,PUC,2
INF1022 - ALS,2024-10-09 11:00:00,2024-10-09 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-10 09:00:00,2024-10-10 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-10 13:00:00,2024-10-10 15:00:00,PUC,2
INF1721 - AA,2024-10-14 09:00:00,2024-10-14 11:00:00,PUC,2
INF1022 - ALS,2024-10-14 11:00:00,2024-10-14 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-15 09:00:00,2024-10-15 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-15 13:00:00,2024-10-15 15:00:00,PUC,2
INF1721 - AA,2024-10-16 09:00:00,2024-10-16 11:00:00,PUC,2
INF1022 - ALS,2024-10-16 11:00:00,2024-10-16 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-17 09:00:00,2024-10-17 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-17 13:00:00,2024-10-17 15:00:00,PUC,2
INF1721 - AA,2024-10-21 09:00:00,2024-10-21 11:00:00,PUC,2
INF1022 - ALS,2024-10-21 11:00:00,2024-10-21 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-22 09:00:00,2024-10-22 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-22 13:00:00,2024-10-22 15:00:00,PUC,2
INF1721 - AA,2024-10-23 09:00:00,2024-10-23 11:00:00,PUC,2
INF1022 - ALS,2024-10-23 11:00:00,2024-10-23 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-24 09:00:00,2024-10-24 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-24 13:00:00,2024-10-24 15:00:00,PUC,2
INF1721 - AA,2024-10-28 09:00:00,2024-10-28 11:00:00,PUC,2
INF1022 - ALS,2024-10-28 11:00:00,2024-10-28 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-29 09:00:00,2024-10-29 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-29 13:00:00,2024-10-29 15:00:00,PUC,2
INF1721 - AA,2024-10-30 09:00:00,2024-10-30 11:00:00,PUC,2
INF1022 - ALS,2024-10-30 11:00:00,2024-10-30 13:00:00,PUC,2
INF1036 - Prob Comp,2024-10-31 09:00:00,2024-10-31 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-10-31 13:00:00,2024-10-31 15:00:00,PUC,2
INF1721 - AA,2024-11-04 09:00:00,2024-11-04 11:00:00,PUC,2
INF1022 - ALS,2024-11-04 11:00:00,2024-11-04 13:00:00,PUC,2
INF1036 - Prob Comp,2024-11-05 09:00:00,2024-11-05 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-11-05 13:00:00,2024-11-05 15:00:00,PUC,2
INF1721 - AA,2024-11-06 09:00:00,2024-11-06 11:00:00,PUC,2
INF1022 - ALS,2024-11-06 11:00:00,2024-11-06 13:00:00,PUC,2
INF1036 - Prob Comp,2024-11-07 09:00:00,2024-11-07 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-11-07 13:00:00,2024-11-07 15:00:00,PUC,2
INF1721 - AA,2024-11-11 09:00:00,2024-11-11 11:00:00,PUC,2
INF1022 - ALS,2024-11-11 11:00:00,2024-11-11 13:00:00,PUC,2
INF1036 - Prob Comp,2024-11-12 09:00:00,2024-11-12 11:00:00,PUC,2
INF1350 - Prog Sis Reat,2024-11-12 13:00:00,2024-11-12 15:00:00,PUC,2
