SUMMARY,DTSTART,DTEND,CALENDAR,DURATION,CREATED,TITLE
inf1771 - inteligencia artificial,2024-04-15 13:00:00,2024-04-15 15:00:00,PUC,2.0,2024-01-21 18:18:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-04-16 11:00:00,2024-04-16 13:00:00,PUC,2.0,2024-04-09 11:56:00,Attend INF1010 - Advanced Data Structures class
inf1338 - large language models,2024-04-16 13:00:00,2024-04-16 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-04-17 09:00:00,2024-04-17 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-04-17 13:00:00,2024-04-17 15:00:00,PUC,2.0,2024-01-21 18:18:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-04-18 11:00:00,2024-04-18 13:00:00,PUC,2.0,2024-04-09 11:56:00,Attend INF1010 - Advanced Data Structures class
inf1307 - desenvolvimento de jogos,2024-04-22 09:00:00,2024-04-22 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1010 - estruturas de dados avançadas,2024-04-23 11:00:00,2024-04-23 13:00:00,PUC,2.0,2024-04-09 11:56:00,Attend INF1010 - Advanced Data Structures class
inf1338 - large language models,2024-04-23 13:00:00,2024-04-23 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-04-24 09:00:00,2024-04-24 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-04-24 13:00:00,2024-04-24 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1307 - desenvolvimento de jogos,2024-04-29 09:00:00,2024-04-29 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-04-29 13:00:00,2024-04-29 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1338 - large language models,2024-04-30 13:00:00,2024-04-30 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-05-01 09:00:00,2024-05-01 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-01 13:00:00,2024-05-01 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1307 - desenvolvimento de jogos,2024-05-06 09:00:00,2024-05-06 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-06 13:00:00,2024-05-06 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1338 - large language models,2024-05-07 13:00:00,2024-05-07 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-05-08 09:00:00,2024-05-08 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-08 13:00:00,2024-05-08 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1307 - desenvolvimento de jogos,2024-05-13 09:00:00,2024-05-13 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-13 13:00:00,2024-05-13 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1338 - large language models,2024-05-14 13:00:00,2024-05-14 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-05-15 09:00:00,2024-05-15 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-15 13:00:00,2024-05-15 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1307 - desenvolvimento de jogos,2024-05-20 09:00:00,2024-05-20 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-20 13:00:00,2024-05-20 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1338 - large language models,2024-05-21 13:00:00,2024-05-21 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-05-22 09:00:00,2024-05-22 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-22 13:00:00,2024-05-22 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1307 - desenvolvimento de jogos,2024-05-27 09:00:00,2024-05-27 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-27 13:00:00,2024-05-27 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1338 - large language models,2024-05-28 13:00:00,2024-05-28 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-05-29 09:00:00,2024-05-29 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-05-29 13:00:00,2024-05-29 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1307 - desenvolvimento de jogos,2024-06-03 09:00:00,2024-06-03 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-03 13:00:00,2024-06-03 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-04 11:00:00,2024-06-04 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1338 - large language models,2024-06-04 13:00:00,2024-06-04 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-06-05 09:00:00,2024-06-05 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-05 13:00:00,2024-06-05 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-06 11:00:00,2024-06-06 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1307 - desenvolvimento de jogos,2024-06-10 09:00:00,2024-06-10 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-10 13:00:00,2024-06-10 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-11 11:00:00,2024-06-11 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1338 - large language models,2024-06-11 13:00:00,2024-06-11 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-06-12 09:00:00,2024-06-12 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-12 13:00:00,2024-06-12 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-13 11:00:00,2024-06-13 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1307 - desenvolvimento de jogos,2024-06-17 09:00:00,2024-06-17 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-17 13:00:00,2024-06-17 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-18 11:00:00,2024-06-18 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1338 - large language models,2024-06-18 13:00:00,2024-06-18 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-06-19 09:00:00,2024-06-19 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-19 13:00:00,2024-06-19 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-20 11:00:00,2024-06-20 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1307 - desenvolvimento de jogos,2024-06-24 09:00:00,2024-06-24 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-24 13:00:00,2024-06-24 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-25 11:00:00,2024-06-25 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1338 - large language models,2024-06-25 13:00:00,2024-06-25 15:00:00,PUC,2.0,2024-03-07 03:20:00,Attend INF1338 class - Large Language Models
inf1307 - desenvolvimento de jogos,2024-06-26 09:00:00,2024-06-26 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-06-26 13:00:00,2024-06-26 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1010 - estruturas de dados avançadas,2024-06-27 11:00:00,2024-06-27 13:00:00,PUC,2.0,2024-06-20 12:29:00,Attend INF1010 - Advanced Data Structures class
inf1307 - desenvolvimento de jogos,2024-07-01 09:00:00,2024-07-01 11:00:00,PUC,2.0,2024-03-06 04:39:00,Game development class
inf1771 - inteligencia artificial,2024-07-01 13:00:00,2024-07-01 15:00:00,PUC,2.0,2024-04-23 22:50:00,Attend INF1771 - Artificial Intelligence class
inf1721 - analise de algoritmos,2024-08-12 09:00:00,2024-08-12 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-08-12 11:00:00,2024-08-12 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-08-13 09:00:00,2024-08-13 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-08-13 13:00:00,2024-08-13 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-08-14 09:00:00,2024-08-14 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-08-14 11:00:00,2024-08-14 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-08-15 09:00:00,2024-08-15 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-08-15 13:00:00,2024-08-15 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-08-19 09:00:00,2024-08-19 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-08-19 11:00:00,2024-08-19 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-08-20 09:00:00,2024-08-20 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-08-20 13:00:00,2024-08-20 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-08-21 09:00:00,2024-08-21 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-08-21 11:00:00,2024-08-21 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-08-22 09:00:00,2024-08-22 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-08-22 13:00:00,2024-08-22 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1920 - aula expositiva,2024-08-23 08:00:00,2024-08-23 09:00:00,PUC,1.0,2024-08-12 00:10:00,Attend inf1920 lecture
inf1721 - analise de algoritmos,2024-08-26 09:00:00,2024-08-26 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-08-26 11:00:00,2024-08-26 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-08-27 09:00:00,2024-08-27 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-08-27 13:00:00,2024-08-27 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-08-28 09:00:00,2024-08-28 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-08-28 11:00:00,2024-08-28 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-08-29 09:00:00,2024-08-29 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-08-29 13:00:00,2024-08-29 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-02 09:00:00,2024-09-02 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-02 11:00:00,2024-09-02 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-03 09:00:00,2024-09-03 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-03 13:00:00,2024-09-03 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-04 09:00:00,2024-09-04 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-04 11:00:00,2024-09-04 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-05 09:00:00,2024-09-05 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-05 13:00:00,2024-09-05 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-09 09:00:00,2024-09-09 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-09 11:00:00,2024-09-09 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-10 09:00:00,2024-09-10 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-10 13:00:00,2024-09-10 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-11 09:00:00,2024-09-11 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-11 11:00:00,2024-09-11 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-12 09:00:00,2024-09-12 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-12 13:00:00,2024-09-12 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-16 09:00:00,2024-09-16 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-16 11:00:00,2024-09-16 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-17 09:00:00,2024-09-17 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-17 13:00:00,2024-09-17 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-18 09:00:00,2024-09-18 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-18 11:00:00,2024-09-18 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-19 09:00:00,2024-09-19 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-19 13:00:00,2024-09-19 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-23 09:00:00,2024-09-23 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-23 11:00:00,2024-09-23 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-24 09:00:00,2024-09-24 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-24 13:00:00,2024-09-24 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-25 09:00:00,2024-09-25 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-25 11:00:00,2024-09-25 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-09-26 09:00:00,2024-09-26 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-09-26 13:00:00,2024-09-26 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-09-30 09:00:00,2024-09-30 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-09-30 11:00:00,2024-09-30 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-01 09:00:00,2024-10-01 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-01 13:00:00,2024-10-01 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-02 09:00:00,2024-10-02 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-02 11:00:00,2024-10-02 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-03 09:00:00,2024-10-03 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-03 13:00:00,2024-10-03 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-07 09:00:00,2024-10-07 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-07 11:00:00,2024-10-07 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-08 09:00:00,2024-10-08 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-08 13:00:00,2024-10-08 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-09 09:00:00,2024-10-09 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-09 11:00:00,2024-10-09 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-10 09:00:00,2024-10-10 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-10 13:00:00,2024-10-10 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-14 09:00:00,2024-10-14 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-14 11:00:00,2024-10-14 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-15 09:00:00,2024-10-15 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-15 13:00:00,2024-10-15 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-16 09:00:00,2024-10-16 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-16 11:00:00,2024-10-16 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-17 09:00:00,2024-10-17 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-17 13:00:00,2024-10-17 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-21 09:00:00,2024-10-21 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-21 11:00:00,2024-10-21 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-22 09:00:00,2024-10-22 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-22 13:00:00,2024-10-22 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-23 09:00:00,2024-10-23 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-23 11:00:00,2024-10-23 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-24 09:00:00,2024-10-24 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-24 13:00:00,2024-10-24 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-28 09:00:00,2024-10-28 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-28 11:00:00,2024-10-28 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-29 09:00:00,2024-10-29 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-29 13:00:00,2024-10-29 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-10-30 09:00:00,2024-10-30 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-10-30 11:00:00,2024-10-30 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-10-31 09:00:00,2024-10-31 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-10-31 13:00:00,2024-10-31 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-11-04 09:00:00,2024-11-04 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-11-04 11:00:00,2024-11-04 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-11-05 09:00:00,2024-11-05 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-11-05 13:00:00,2024-11-05 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-11-06 09:00:00,2024-11-06 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
inf1022 - analisadores lexicos e sintaticos,2024-11-06 11:00:00,2024-11-06 13:00:00,PUC,2.0,2024-11-24 16:16:00,Attend the Lexical and Syntactic Analysis class
inf1036 - probabilidade computacional,2024-11-07 09:00:00,2024-11-07 11:00:00,PUC,2.0,2024-08-11 23:51:00,Attend INF1036 - Computational Probability class
inf1350 - programacao de sistemas reativos,2024-11-07 13:00:00,2024-11-07 15:00:00,PUC,2.0,2024-08-11 23:51:00,Attend inf1350 - Reactive Systems Programming class
inf1721 - analise de algoritmos,2024-11-11 09:00:00,2024-11-11 11:00:00,PUC,2.0,2024-08-12 09:41:00,Attend inf1721 - Algorithms Analysis class
